Av. Joao Pessoa, 731,-30.03818419,-51.21878997
R. Jose do Patrocinio, 287,-30.0380294,-51.22520058
R. Sao Manoel, 456,-30.03798803,-51.2049189
Trav. Comendador Batista, 56,-30.03797044,-51.22333699
Av. Venancio Aires, 1001,-30.03795909,-51.21079125
Trav. do Carmo, 27,-30.03795817,-51.22572005
R. Luiz Afonso, 27,-30.03793971,-51.21941491
Av. Jose Bonifacio, 485,-30.03789266,-51.21289109
vdt Dos Acorianos-acesso Leste, 21,-30.0378743,-51.22723174
R. Augusto Pestana, 72,-30.0377427,-51.20900733
R. Santa Terezinha, 70,-30.03770191,-51.21100021
R. da Republica, 210,-30.03767403,-51.22209672
R. Jacinto Gomes, 15,-30.03763166,-51.20998485
Av. Loureiro da Silva, 1530,-30.03758571,-51.22639944
Av. Jose Bonifacio, 541,-30.03752874,-51.21227532
R. Washington Luiz, 1005,-30.03740669,-51.2302403
Av. Borges de Medeiros, 1210,-30.03740166,-51.22815475
Av. Protasio Alves, 274,-30.03739102,-51.20534435
R. Sarmento Leite, 1021,-30.03737557,-51.22389963
Av. Loureiro da Silva, 445,-30.03735606,-51.23632675
R. Gen. Lima e Silva, 440,-30.03734776,-51.22266693
Av. Joao Pessoa, 623,-30.03733716,-51.21942471
Av. Augusto de Carvalho, 612,-30.03733097,-51.2327165
Av. Protasio Alves, 208,-30.03729375,-51.206035
Av. Loureiro da Silva, 1735,-30.03727434,-51.22600247
R. Mariante, 1019,-30.03727094,-51.20431601
Av. Venancio Aires, 1145,-30.03723658,-51.20953472
Av. Jose Bonifacio, 595,-30.03717781,-51.21168154
Av. Protasio Alves, 134,-30.03717691,-51.20684947
R. Washington Luiz, 956,-30.03717525,-51.23071759
R. da Republica, 112,-30.03715039,-51.22136305
Av. Venancio Aires, 1191,-30.03707957,-51.2092837
R. Miguel Tostes, 976,-30.03705719,-51.20569116
R. Cel. Genuino, 423,-30.03705169,-51.2282219
Av. Protasio Alves, 52,-30.0370516,-51.2076656
R. Jose do Patrocinio, 123,-30.0370122,-51.2263124
R. Ramiro Barcelos, 2059,-30.03700622,-51.20836666
Av. Jose Bonifacio, 655,-30.03696204,-51.21131322
R. Washington Luiz, 882,-30.03691836,-51.23149527
R. Espirito Santo, 357,-30.03691113,-51.23001922
R. Sofia Veloso, 68,-30.03690771,-51.22229551
R. Sao Manoel, 330,-30.03686708,-51.20489636
R. Sarmento Leite, 929,-30.03683129,-51.22354837
R. Washington Luiz, 820,-30.0367625,-51.23203357
R. Giordano Bruno, 345,-30.03674893,-51.20658237
Av. Osvaldo Aranha, 1418,-30.03670555,-51.20909203
R. Ramiro Barcelos, 1980,-30.03668645,-51.20829644
R. Francisco Ferrer, 470,-30.03668566,-51.20725623
Av. Jose Bonifacio, 709,-30.0366783,-51.21082499
Av. Joao Pessoa, 547,-30.03663125,-51.21992922
R. da Republica, 42,-30.03662885,-51.22062085
Av. Loureiro da Silva, 1700,-30.03657863,-51.22546592
R. Leao XIII, 33,-30.03654182,-51.22412914
R. Washington Luiz, 675,-30.03652303,-51.23364913
R. Gen. Lima e Silva, 300,-30.0365221,-51.22373939
R. Washington Luiz, 704,-30.03651457,-51.23335056
R. Cel. Genuino, 311,-30.03646108,-51.22774446
Av. Borges de Medeiros, 1133,-30.03644432,-51.2281539
R. Sofia Veloso, 162,-30.03642275,-51.22161939
R. Washington Luiz, 630,-30.03638118,-51.23394318
R. Washington Luiz, 200,-30.03634655,-51.23849713
R. Jose do Patrocinio, 31,-30.03631639,-51.22708791
R. Mariante, 941,-30.03630187,-51.20429967
R. Sao Manoel, 270,-30.03627332,-51.20489331
R. Miguel Tostes, 896,-30.03626053,-51.20569528
R. Demetrio Ribeiro, 15,-30.03619871,-51.23920715
R. Washington Luiz, 302,-30.03619447,-51.23731695
Av. Joao Pessoa, 449,-30.03619322,-51.22024459
R. Demetrio Ribeiro, 899,-30.03618843,-51.23017408
R. Demetrio Ribeiro, 961,-30.03618802,-51.22957599
R. Washington Luiz, 530,-30.03613717,-51.2349872
R. Demetrio Ribeiro, 1067,-30.03612235,-51.22834399
Av. Osvaldo Aranha, 1220,-30.03609582,-51.21025987
R. Demetrio Ribeiro, 793,-30.03607015,-51.23129822
R. Demetrio Ribeiro, 733,-30.03600757,-51.23188122
R. Felipe Camarao, 736,-30.03597159,-51.20969412
Av. Borges de Medeiros, 1042,-30.03592973,-51.2280407
R. Washington Luiz, 48,-30.03589497,-51.23991959
R. Francisco Ferrer, 396,-30.03588384,-51.20725905
R. Cel. Genuino, 222,-30.03588137,-51.22717321
R. Demetrio Ribeiro, 623,-30.03583623,-51.23319155
Av. Loureiro da Silva, 1788,-30.03583403,-51.22477799
R. Gen. Lima e Silva, 220,-30.03580907,-51.22466648
R. Demetrio Ribeiro, 535,-30.03573473,-51.23395555
R. Sarmento Leite, 880,-30.03572746,-51.22272103
R. Ramiro Barcelos, 1892,-30.03568666,-51.20833655
R. Demetrio Ribeiro, 117,-30.03567491,-51.2382735
R. Demetrio Ribeiro, 443,-30.03559508,-51.23496642
R. Giordano Bruno, 245,-30.03554217,-51.20659152
Av. Joao Pessoa, 389,-30.0355265,-51.22074452
R. Espirito Santo, 219,-30.0355006,-51.22994815
Pca. Prof. Saint-pastous, 125,-30.03548624,-51.22222383
R. Avai, 219,-30.03548215,-51.22439916
R. Demetrio Ribeiro, 355,-30.03547205,-51.23584355
R. Demetrio Ribeiro, 205,-30.03546255,-51.23747631
R. Gen. Auto, 224,-30.03545587,-51.23173899
R. Cel. Genuino, 164,-30.03541371,-51.22680437
R. Mariante, 831,-30.03536464,-51.20420847
Av. Borges de Medeiros, 993,-30.0353556,-51.22809161
R. Marechal Floriano Peixoto, 721,-30.03535349,-51.22733451
R. Gen. Lima e Silva, 120,-30.03535122,-51.22526941
Av. Borges de Medeiros, 992,-30.03534479,-51.22800797
R. Demetrio Ribeiro, 247,-30.03534291,-51.23698258
R. Felipe Camarao, 672,-30.03530118,-51.2097041
R. Duque de Caxias, 199,-30.03529481,-51.23953902
Av. Osvaldo Aranha, 1070,-30.03528515,-51.21183095
R. Gen. Cypriano Ferreira, 551,-30.03528273,-51.23533512
R. Miguel Tostes, 796,-30.03526469,-51.20570043
Av. Presidente Joao Goulart, 551,-30.03526284,-51.24098449
R. Sao Manoel, 156,-30.03520139,-51.20489051
R. Cesar Lombroso, 41,-30.03519993,-51.2078235
R. Cesar Lombroso, 125,-30.03519834,-51.2072836
R. Sarmento Leite, 810,-30.03516061,-51.22235913
R. Gen. Salustiano, 360,-30.03514258,-51.24001231
R. Gen. Portinho, 501,-30.0351343,-51.23641469
R. Fernandes Vieira, 641,-30.03507941,-51.21107656
